Title,URL,Short_Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short_Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES,combined_features
Prison Health: Managing Outbreaks of Tuberculosis in Prisons,https://www.futurelearn.com/courses/tb-in-a-prison-setting,Learn about the importance of addressing tuberculosis in prisons and the considerations for managing an outbreak in  this setting.,,,,,,,,,,5 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Prison Health: Managing Outbreaks of Tuberculosis in Prisons,https://www.futurelearn.com/courses/tb-in-a-prison-setting,Learn about the importance of addressing tuberculosis in prisons and the considerations for managing an outbreak in  this setting.,3 hours,,,,,,,,,
Disease Outbreaks in Low and Middle Income Countries,https://www.futurelearn.com/courses/disease-outbreaks,Understand infectious disease outbreaks and learn how to prepare for them with this course for people working in global health.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Disease Outbreaks in Low and Middle Income Countries,https://www.futurelearn.com/courses/disease-outbreaks,Understand infectious disease outbreaks and learn how to prepare for them with this course for people working in global health.,4 hours,,,,,,,,,
The Global Challenge of Vector Borne Diseases and How to Control Them,https://www.futurelearn.com/courses/vector-borne-diseases,Examine the global challenge of vector-borne diseases and how vector control practices can reduce the risk to public health.,,,,,,,,,,6 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Global Challenge of Vector Borne Diseases and How to Control Them,https://www.futurelearn.com/courses/vector-borne-diseases,Examine the global challenge of vector-borne diseases and how vector control practices can reduce the risk to public health.,3 hours,,,,,,,,,
A History of Public Health in Post-War Britain,https://www.futurelearn.com/courses/public-health-history,"Understand where public health has come from, why it looks the way it does today and where it might go next.",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,A History of Public Health in Post-War Britain,https://www.futurelearn.com/courses/public-health-history,"Understand where public health has come from, why it looks the way it does today and where it might go next.",4 hours,,,,,,,,,
Genealogy: Researching Your Family Tree,https://www.futurelearn.com/courses/genealogy,Dive into your family ancestry and learn how to create a family tree on this 6-week online genealogy course.,,,,,,,,,,6 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Genealogy: Researching Your Family Tree,https://www.futurelearn.com/courses/genealogy,Dive into your family ancestry and learn how to create a family tree on this 6-week online genealogy course.,4 hours,,,,,,,,,
"New Zealand History, Culture and Conflict: A Museum Perspective",https://www.futurelearn.com/courses/new-zealand-culture-and-conflict-a-museum-perspective,"Discover the social history of Aotearoa New Zealand, learning how the country’s bicultural national consciousness was formed.",,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,"New Zealand History, Culture and Conflict: A Museum Perspective",https://www.futurelearn.com/courses/new-zealand-culture-and-conflict-a-museum-perspective,"Discover the social history of Aotearoa New Zealand, learning how the country’s bicultural national consciousness was formed.",1 hour,,,,,,,,,
Discover the Hidden History of York,https://www.futurelearn.com/courses/discover-the-hidden-history-of-york,Investigate York’s cultural and social history and the pivotal events and people that helped define a nation.,,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Discover the Hidden History of York,https://www.futurelearn.com/courses/discover-the-hidden-history-of-york,Investigate York’s cultural and social history and the pivotal events and people that helped define a nation.,4 hours,,,,,,,,,
Travelling Books: History in Europe and Japan,https://www.futurelearn.com/courses/travel-books-history-in-europe-and-japan,"Discover how travelling books sparked cultural exchanges between Europe and Japan, and how they live on in the digital era.",,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Travelling Books: History in Europe and Japan,https://www.futurelearn.com/courses/travel-books-history-in-europe-and-japan,"Discover how travelling books sparked cultural exchanges between Europe and Japan, and how they live on in the digital era.",3 hours,,,,,,,,,
The Scientific Revolution: Understanding the Roots of Modern Science,https://www.futurelearn.com/courses/scientific-revolution,Learn about the seventeenth-century Scientific Revolution and its role in shaping the modern Western world.,,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,The Scientific Revolution: Understanding the Roots of Modern Science,https://www.futurelearn.com/courses/scientific-revolution,Learn about the seventeenth-century Scientific Revolution and its role in shaping the modern Western world.,3 hours,,,,,,,,,
A History of Royal Fashion,https://www.futurelearn.com/courses/royal-fashion,"Explore how British royalty have influenced fashion over the last 500 years, from the Tudors to the Windsors.",,,,,,,,,,5 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,A History of Royal Fashion,https://www.futurelearn.com/courses/royal-fashion,"Explore how British royalty have influenced fashion over the last 500 years, from the Tudors to the Windsors.",4 hours,,,,,,,,,
Policing and Protest in Manchester: The Moss Side Riots,https://www.futurelearn.com/courses/policing-and-protest-in-manchester-the-moss-side-riots,"Examine the background and legacy of the Moss Side Riots in 1981, and explore key contemporary issues of policing and racism.",,,,,,,,,,6 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Policing and Protest in Manchester: The Moss Side Riots,https://www.futurelearn.com/courses/policing-and-protest-in-manchester-the-moss-side-riots,"Examine the background and legacy of the Moss Side Riots in 1981, and explore key contemporary issues of policing and racism.",2 hours,,,,,,,,,
Many Faces: Understanding the Complexities of Chinese Culture,https://www.futurelearn.com/courses/chinese-culture,"Develop a clearer understanding of modern China by exploring the role of art, literature and the 'noble hero' in Chinese culture.",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Many Faces: Understanding the Complexities of Chinese Culture,https://www.futurelearn.com/courses/chinese-culture,"Develop a clearer understanding of modern China by exploring the role of art, literature and the 'noble hero' in Chinese culture.",3 hours,,,,,,,,,
An Introduction to Japanese Subcultures,https://www.futurelearn.com/courses/intro-to-japanese-subculture,Explore Japanese subcultures and learn about their history from the 1970s to today.  ,,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,An Introduction to Japanese Subcultures,https://www.futurelearn.com/courses/intro-to-japanese-subculture,Explore Japanese subcultures and learn about their history from the 1970s to today.  ,4 hours,,,,,,,,,
A Global History of Sex and Gender: Bodies and Power in the Modern World,https://www.futurelearn.com/courses/a-global-history-of-sex-and-gender,"Discover how a focus on gender and sexuality transforms our understanding of modern, global history. ",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,A Global History of Sex and Gender: Bodies and Power in the Modern World,https://www.futurelearn.com/courses/a-global-history-of-sex-and-gender,"Discover how a focus on gender and sexuality transforms our understanding of modern, global history. ",4 hours,,,,,,,,,
History of Slavery in the British Caribbean,https://www.futurelearn.com/courses/slavery-in-the-british-caribbean,"_x000D_
Explore the history and legacy of British colonial slavery and oppression in the Caribbean through historical slave accounts.",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,History of Slavery in the British Caribbean,https://www.futurelearn.com/courses/slavery-in-the-british-caribbean,"_x000D_
Explore the history and legacy of British colonial slavery and oppression in the Caribbean through historical slave accounts.",4 hours,,,,,,,,,
Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today,https://www.futurelearn.com/courses/womens-rights,Explore the campaign for women’s right to vote and its impact on women’s rights and equality to the present day.,,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / Ancient History / Archaeology / British History / Gender & Feminism / Geopolitics / Irish History / Medieval History / Military History / Religion / Roman History / ,1 Degree,,Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today,https://www.futurelearn.com/courses/womens-rights,Explore the campaign for women’s right to vote and its impact on women’s rights and equality to the present day.,5 hours,,,,,,,,,
